Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5
Oleksiy Pecherov,,0.5,0.1,0,NA,NA
Matt Fish,66.8,0.4,0.2,0,NA,NA
Alan Ogg,65.0,0.5,0.3,0,NA,NA
George Zídek,54.5,0.6,0.3,0,NA,NA
Patrick O'Bryant,42.8,0.3,0.2,0,0,NA
Daniel Orton,39.1,0.5,0.3,0.3,NA,NA
Chris Welp,38.8,0.7,0.3,0,NA,NA
Mike Peplowski,33.0,0.9,0.1,0,NA,NA
Paul Ruffner,33.0,0.9,0.1,0,0,0
Joe Cooper,31.0,0.2,0.1,0,NA,NA
Dexter Pittman,29.5,0.6,0,-0.1,-0.1,NA
