Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2006-07,22,TOR,NBA,C,6,6,222,8.7,21.9,0.396,0.2,1.2,0.2,8.4,20.7,0.407,7.7,9.1,0.842,1.7,11.3,13,3.6,1.2,2.6,2.9,4.6,25.2,NA,98,103
2007-08,23,TOR,NBA,C,5,5,199,11.2,23.8,0.472,0.3,1.9,0.143,10.9,21.9,0.5,9.3,11.2,0.833,5.3,6.7,12,4.8,2.1,0.5,3.5,5.1,32,NA,114,114
2010-11,26,MIA,NBA,PF,21,21,834,9.2,19.4,0.474,0,0.3,0,9.2,19.1,0.481,7.6,9.3,0.814,3.1,8.7,11.9,1.5,0.9,1.3,2.7,3.2,26,NA,111,104
2011-12,27,MIA,NBA,PF,14,10,439,9.1,18.4,0.493,0.9,1.6,0.538,8.2,16.8,0.489,5.3,6.5,0.827,4.5,9.1,13.5,1,0.7,1.7,2.5,2.5,24.3,NA,115,102
2012-13,28,MIA,NBA,C,23,23,751,8,17.6,0.458,1.1,2.7,0.405,7,14.9,0.468,3.2,4.4,0.733,2.8,9.4,12.2,2.5,1.7,2.6,2,4.9,20.4,NA,108,100
2013-14,29,MIA,NBA,C,20,20,686,9.4,18.6,0.507,2.4,6,0.405,7,12.6,0.555,2.9,3.9,0.75,1.9,7.1,9.1,1.7,1.4,1.6,1.1,4.1,24.2,NA,119,110
Career,NA,,NBA,,89,85,3131,9,19.1,0.473,0.9,2.5,0.386,8.1,16.7,0.486,5.3,6.7,0.8,3,8.7,11.7,2.1,1.3,1.8,2.2,3.9,24.4,NA,112,105
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,MIA,NBA,,78,74,2710,8.9,18.5,0.481,1.1,2.6,0.406,7.9,15.9,0.494,4.8,6.1,0.79,3,8.6,11.5,1.8,1.2,1.8,2.1,3.8,23.7,NA,113,104
2 seasons,NA,TOR,NBA,,11,11,421,9.9,22.8,0.433,0.3,1.5,0.167,9.6,21.3,0.452,8.5,10.1,0.838,3.4,9.1,12.5,4.2,1.6,1.6,3.2,4.8,28.5,NA,106,108
