,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1977-78,23,GSW,NBA,,8,14,8,13,5,10,14,3,2,2,4,6,23,23.3
1978-79,24,GSW,NBA,,6,9,5,9,4,4,6,2,2,1,5,5,17,11.9
Career,,,,,8,14,8,13,5,10,14,3,2,2,5,6,23,23.3
