Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1969-70,25,CAR,ABA,SG,2,20,15.5,0.554,0,0.6,NA,NA,9.1,13,NA,NA,NA,0,0,0.1,0.127
Career,NA,,ABA,,2,20,15.5,0.554,0,0.6,NA,NA,9.1,13,NA,NA,NA,0,0,0.1,0.127
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CAR,ABA,,2,20,15.5,0.554,0,0.6,NA,NA,9.1,13,NA,NA,NA,0,0,0.1,0.127
