,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,24,PHI,NBA,SG,15,124,,57%,42%,1%,,+17.3,+19.3,1,3,8,0,5,0,14,2,2
2001-02,25,PHI,NBA,SG,3,8,,100%,,,,-40.0,-30.9,0,0,0,0,0,0,0,0,0
2002-03,26,DAL,NBA,SG,17,305,13%,71%,16%,,,+10.2,+16.2,3,0,16,3,8,0,64,2,6
2005-06,29,PHO,NBA,SG,17,673,,56%,44%,,,+2.6,+1.4,4,5,22,1,14,21,87,3,11
2006-07,30,PHO,NBA,SG,11,438,,58%,42%,,,+6.2,+3.4,6,4,22,3,5,11,45,2,3
2007-08,31,PHO,NBA,SG,5,215,,69%,31%,,,-2.8,+0.3,3,0,5,2,6,2,23,0,0
Career,,,NBA,,68,1763,2%,61%,37%,,,+5.0,+5.4,17,12,73,9,38,34,233,9,22
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,PHO,NBA,,33,1326,,59%,41%,,,+2.9,+1.9,13,9,49,6,25,34,155,5,14
2 seasons,,PHI,NBA,,18,132,,60%,39%,1%,,+13.8,+16.2,1,3,8,0,5,0,14,2,2
1 season,,DAL,NBA,,17,305,13%,71%,16%,,,+10.2,+16.2,3,0,16,3,8,0,64,2,6
