,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,24,PHI,NBA,SG,5,30,,100%,,,,+13.1,+8.4,1,1,0,0,0,0,0,0,0
2001-02,25,PHI,NBA,SG,74,890,1%,60%,38%,1%,,-4.8,-8.8,20,13,37,7,18,0,156,1,16
2002-03,26,DAL,NBA,SG,75,1173,1%,86%,12%,1%,,+4.0,-6.1,24,5,47,7,8,0,134,2,10
2003-04,27,UTA,NBA,SG,82,2020,,88%,12%,,,-2.3,-1.5,41,25,82,38,85,0,234,11,60
2004-05,28,UTA,NBA,SG,63,1790,,97%,3%,,,-6.3,-2.2,42,15,91,16,43,0,189,7,25
2005-06,29,PHO,NBA,SG,79,2959,1%,63%,36%,,,+6.9,+3.6,39,22,107,17,46,81,490,6,22
2006-07,30,PHO,NBA,SG,78,2917,,68%,32%,,,+8.9,+4.3,37,19,108,14,62,71,475,13,23
2007-08,31,PHO,NBA,SG,75,2646,,68%,32%,,,+7.2,+4.5,31,15,99,7,24,31,374,3,21
2008-09,32,TOT,NBA,SG,67,2315,,94%,6%,,,+1.6,+1.6,49,11,76,10,19,28,316,1,20
2008-09,32,PHO,NBA,SG,22,712,,94%,6%,,,+2.1,-0.1,10,2,19,2,5,4,68,0,9
2008-09,32,CHA,NBA,SG,45,1603,,94%,6%,,,+1.3,+4.6,39,9,57,8,14,24,248,1,11
2009-10,33,TOT,NBA,SG,6,180,,89%,11%,,,+8.8,+10.2,2,0,7,3,2,4,27,1,1
2009-10,33,CHA,NBA,SG,5,157,,92%,8%,,,+14.8,+13.8,2,0,6,3,2,3,21,1,1
2009-10,33,GSW,NBA,SG,1,23,,69%,31%,,,-28.2,-24.6,0,0,1,0,0,1,6,0,0
2010-11,34,UTA,NBA,SG,68,2097,,97%,3%,,,-5.4,-7.3,30,10,66,20,26,27,260,1,19
2011-12,35,UTA,NBA,SG,34,796,,100%,1%,,,-1.1,-2.2,13,5,32,2,6,11,86,2,4
Career,,,NBA,,706,19813,,80%,20%,,,+2.2,+0.1,329,141,752,141,339,253,2741,48,221
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,PHO,NBA,,254,9234,,68%,31%,,,+7.3,+3.8,117,58,333,40,137,187,1407,22,75
4 seasons,,UTA,NBA,,247,6703,,95%,5%,,,-4.2,-3.6,126,55,271,76,160,38,769,21,108
2 seasons,,PHI,NBA,,79,920,1%,61%,37%,1%,,-4.3,-8.3,21,14,37,7,18,0,156,1,16
1 season,,DAL,NBA,,75,1173,1%,86%,12%,1%,,+4.0,-6.1,24,5,47,7,8,0,134,2,10
2 seasons,,CHA,NBA,,50,1760,,94%,6%,,,+2.5,+5.4,41,9,63,11,16,27,269,2,12
1 season,,GSW,NBA,,1,23,,69%,31%,,,-28.2,-24.6,0,0,1,0,0,1,6,0,0
