Season,Team,Lg,Salary
2001-02,Philadelphia 76ers,NBA,"$540,850"
2002-03,Dallas Mavericks,NBA,"$612,435"
2003-04,Utah Jazz,NBA,"$688,679"
2004-05,Utah Jazz,NBA,"$1,320,000"
2005-06,Phoenix Suns,NBA,"$4,250,000"
2006-07,Phoenix Suns,NBA,"$4,500,000"
2007-08,Phoenix Suns,NBA,"$4,750,000"
2008-09,Charlotte Bobcats,NBA,"$5,000,000"
2009-10,Golden State Warriors,NBA,"$5,250,000"
2010-11,Utah Jazz,NBA,"$3,000,000"
2011-12,Utah Jazz,NBA,"$3,240,000"
2012-13,Utah Jazz,NBA,"$3,480,000"
Career,(may be incomplete),,"$36,631,964"
