Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1971-72,23,CIN,NBA,SF,19,NA,233,31,79,0.392,21,28,0.75,NA,NA,39,14,NA,NA,41,83
1972-73,24,KCO,NBA,SF,8,NA,65,8,21,0.381,6,8,0.75,NA,NA,14,3,NA,NA,16,22
1973-74,25,KCO,NBA,SF,45,NA,462,86,176,0.489,42,69,0.609,28,50,78,19,13,5,68,214
1974-75,26,TOT,NBA,SF,48,NA,445,67,166,0.404,31,52,0.596,35,67,102,18,9,8,72,165
1974-75,26,KCO,NBA,SF,21,NA,175,32,78,0.41,11,20,0.55,14,26,40,8,5,4,30,75
1974-75,26,PHI,NBA,SF,27,NA,270,35,88,0.398,20,32,0.625,21,41,62,10,4,4,42,90
Career,NA,,NBA,,120,NA,1205,192,442,0.434,100,157,0.637,63,117,233,54,22,13,197,484
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"CIN,KCO",NBA,,93,NA,935,157,354,0.444,80,125,0.64,42,76,171,44,18,9,155,394
1 season,NA,PHI,NBA,,27,NA,270,35,88,0.398,20,32,0.625,21,41,62,10,4,4,42,90
