Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1971-72,23,CIN,NBA,SF,19,NA,233,4.8,12.2,0.392,3.2,4.3,0.75,NA,NA,6,2.2,NA,NA,6.3,12.8
1972-73,24,KCO,NBA,SF,8,NA,65,4.4,11.6,0.381,3.3,4.4,0.75,NA,NA,7.8,1.7,NA,NA,8.9,12.2
1973-74,25,KCO,NBA,SF,45,NA,462,6.7,13.7,0.489,3.3,5.4,0.609,2.2,3.9,6.1,1.5,1,0.4,5.3,16.7
1974-75,26,TOT,NBA,SF,48,NA,445,5.4,13.4,0.404,2.5,4.2,0.596,2.8,5.4,8.3,1.5,0.7,0.6,5.8,13.3
1974-75,26,KCO,NBA,SF,21,NA,175,6.6,16,0.41,2.3,4.1,0.55,2.9,5.3,8.2,1.6,1,0.8,6.2,15.4
1974-75,26,PHI,NBA,SF,27,NA,270,4.7,11.7,0.398,2.7,4.3,0.625,2.8,5.5,8.3,1.3,0.5,0.5,5.6,12
Career,NA,,NBA,,120,NA,1205,5.7,13.2,0.434,3,4.7,0.637,2.5,4.6,7,1.6,0.9,0.5,5.9,14.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"CIN,KCO",NBA,,93,NA,935,6,13.6,0.444,3.1,4.8,0.64,2.4,4.3,6.6,1.7,1,0.5,6,15.2
1 season,NA,PHI,NBA,,27,NA,270,4.7,11.7,0.398,2.7,4.3,0.625,2.8,5.5,8.3,1.3,0.5,0.5,5.6,12
