,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,22,CHA,NBA,PF,78,2326,,4%,55%,40%,2%,-6.8,-7.1,38,36,88,20,57,4,355,9,37
2008-09,24,TOT,NBA,SF,52,711,,,52%,46%,1%,-8.8,-13.6,13,7,39,3,9,4,92,1,9
2008-09,24,CHA,NBA,SF,44,667,,,49%,49%,1%,-8.8,-8.9,11,7,36,3,8,4,85,1,9
2008-09,24,LAL,NBA,SF,8,44,,,100%,,,-9.3,-17.8,2,0,3,0,1,0,7,0,0
2009-10,25,LAL,NBA,SF,31,241,,5%,93%,3%,,-7.8,-13.7,6,1,9,1,4,0,40,0,6
Career,,,NBA,,161,3278,,3%,57%,38%,1%,-7.3,-9.0,57,44,136,24,70,8,487,10,52
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHA,NBA,,122,2993,,3%,54%,42%,2%,-7.2,-7.5,49,43,124,23,65,8,440,10,46
2 seasons,,LAL,NBA,,39,285,,4%,94%,2%,,-8.0,-14.4,8,1,12,1,5,0,47,0,6
