Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Georges Niang,,1.3,0,-0.3
Art Long,88.3,1.4,-0.1,-0.3
Mark Pope,81.9,1.3,0,-0.1
Mike Maloy,80.3,1.3,-0.1,-0.3
Jérôme Moïso,78.9,1.5,-0.1,-0.3
Howie Jolliff,69.1,1.2,-0.2,-0.3
Bob McCann,65.9,1.3,0.1,0.1
Damjan Rudež,65.7,1.3,0.1,0.1
Kris Humphries,64.6,1.5,0.2,-0.3
Anthony Miller,63.9,1.2,0,-0.1
Steve Mix,61.5,1.3,0.4,-0.3
