,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1952-53,22,TOT,NBA,,10,,7,9,,,6,24
1952-53,22,MLH,NBA,,4,,1,1,,,5,9
1952-53,22,PHW,NBA,,10,,7,9,,,6,24
1953-54,23,BLB,NBA,,5,,3,3,,,,11
Career,,,,,10,,7,9,,,,24
1 Season,,PHW,NBA,,10,,7,9,,,6,24
1 Season,,BLB,NBA,,5,,3,3,,,,11
1 Season,,MLH,NBA,,4,,1,1,,,5,9
