Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,22,CLE,NBA,SF,41,3,10.4,1.3,3.1,0.403,0.5,1.1,0.477,0.8,2.1,0.365,0.484,0.5,0.6,0.833,0.5,0.9,1.3,0.3,0.3,0,0.5,1,3.5
2004-05,23,CHA,NBA,SF,81,14,18.4,3.3,8.3,0.401,1,2.4,0.412,2.3,5.9,0.396,0.461,0.9,1,0.824,0.4,1.6,2,0.8,0.5,0.1,0.6,1.6,8.5
2005-06,24,MIA,NBA,SF,51,2,13,1.5,3.5,0.446,0.4,1,0.396,1.1,2.4,0.468,0.506,0.5,0.6,0.848,0.2,1.2,1.4,0.7,0.1,0.1,0.4,1.7,4.1
2006-07,25,MIA,NBA,SF,67,35,26.4,4.1,8.4,0.494,1.6,3.1,0.514,2.5,5.3,0.482,0.59,1,1.1,0.892,0.4,2.3,2.7,1.2,0.6,0,1,2,10.9
2007-08,26,TOR,NBA,SF,81,7,18.9,3,6.1,0.488,0.7,1.5,0.483,2.3,4.7,0.489,0.545,0.5,0.5,0.86,0.4,1.1,1.5,0.8,0.4,0,0.7,1.6,7.2
2008-09,27,TOR,NBA,SG,80,12,22.9,3.3,7.6,0.432,1.2,2.9,0.428,2,4.7,0.435,0.513,0.4,0.5,0.81,0.3,1.7,2,1.3,0.3,0,0.9,1.8,8.2
2009-10,28,PHI,NBA,SF,57,12,17.1,2.2,5.3,0.419,1.1,3,0.368,1.1,2.3,0.485,0.523,0.2,0.3,0.6,0.2,0.9,1.2,0.7,0.4,0.1,0.6,1.4,5.7
2010-11,29,PHI,NBA,SF,24,2,4.7,0.3,1.2,0.25,0,0.3,0.125,0.3,0.8,0.3,0.268,0,0.1,0.5,0.1,0.3,0.5,0.2,0.1,0,0.1,0.2,0.7
2011-12,30,LAL,NBA,SG,27,0,10,0.8,2,0.382,0.3,1,0.296,0.5,1,0.464,0.455,0.1,0.1,1,0.1,0.4,0.5,0.4,0.1,0,0.2,0.8,2
Career,NA,,NBA,,509,87,17.8,2.6,5.9,0.442,0.9,2.1,0.434,1.7,3.9,0.446,0.517,0.5,0.6,0.835,0.3,1.3,1.7,0.8,0.4,0,0.6,1.5,6.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,TOR,NBA,,161,19,20.9,3.1,6.8,0.457,1,2.2,0.447,2.2,4.7,0.462,0.528,0.4,0.5,0.835,0.4,1.4,1.8,1.1,0.3,0,0.8,1.7,7.7
2 seasons,NA,MIA,NBA,,118,37,20.6,3,6.3,0.482,1.1,2.2,0.49,1.9,4,0.478,0.57,0.8,0.9,0.879,0.3,1.8,2.1,1,0.4,0,0.8,1.9,7.9
1 season,NA,CHA,NBA,,81,14,18.4,3.3,8.3,0.401,1,2.4,0.412,2.3,5.9,0.396,0.461,0.9,1,0.824,0.4,1.6,2,0.8,0.5,0.1,0.6,1.6,8.5
2 seasons,NA,PHI,NBA,,81,14,13.4,1.6,4.1,0.404,0.8,2.2,0.358,0.9,1.9,0.46,0.502,0.1,0.2,0.588,0.2,0.7,1,0.5,0.3,0.1,0.4,1,4.2
1 season,NA,CLE,NBA,,41,3,10.4,1.3,3.1,0.403,0.5,1.1,0.477,0.8,2.1,0.365,0.484,0.5,0.6,0.833,0.5,0.9,1.3,0.3,0.3,0,0.5,1,3.5
1 season,NA,LAL,NBA,,27,0,10,0.8,2,0.382,0.3,1,0.296,0.5,1,0.464,0.455,0.1,0.1,1,0.1,0.4,0.5,0.4,0.1,0,0.2,0.8,2
