,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1996-97,22,NYK,NBA,35:39,7,13,1,1,7,13,8,10,4,6,10,4,4,2,6,5,19,15.4
1997-98,23,TOR,NBA,56:51,14,28,1,1,14,28,8,10,4,11,12,6,3,5,6,6,30,29.0
1998-99,24,TOR,NBA,33:29,8,16,0,0,8,16,11,12,4,8,10,4,3,4,5,5,21,15.9
1999-00,25,NYK,NBA,30:42,8,14,0,1,8,14,8,8,5,7,9,2,2,2,5,5,20,15.0
2000-01,26,DET,NBA,29:41,9,15,1,2,8,15,5,5,2,5,6,3,2,2,4,6,21,16.6
2001-02,27,PHO,NBA,28:07,8,14,1,2,8,14,7,7,3,6,9,3,3,2,3,4,23,19.7
2003-04,29,MIA,NBA,28:18,8,13,2,3,7,12,6,7,3,7,7,5,2,3,3,3,19,13.7
Career,,,,56:51,14,28,2,3,14,28,11,12,5,11,12,6,4,5,6,6,30,29.0
2 Seasons,,TOR,NBA,56:51,14,28,1,1,14,28,11,12,4,11,12,6,3,5,6,6,30,29.0
2 Seasons,,NYK,NBA,35:39,8,14,1,1,8,14,8,10,5,7,10,4,4,2,6,5,20,15.4
1 Season,,PHO,NBA,28:07,8,14,1,2,8,14,7,7,3,6,9,3,3,2,3,4,23,19.7
1 Season,,DET,NBA,29:41,9,15,1,2,8,15,5,5,2,5,6,3,2,2,4,6,21,16.6
1 Season,,MIA,NBA,28:18,8,13,2,3,7,12,6,7,3,7,7,5,2,3,3,3,19,13.7
