Season,Team,Lg,Salary
1996-97,New York Knicks,NBA,"$785,000"
1997-98,Toronto Raptors,NBA,"$903,120"
1998-99,Toronto Raptors,NBA,"$1,021,000"
1999-00,New York Knicks,NBA,"$2,000,000"
2000-01,Detroit Pistons,NBA,"$2,200,000"
2001-02,Phoenix Suns,NBA,"$2,630,000"
2003-04,Miami Heat,NBA,"$813,679"
Career,(may be incomplete),,"$10,352,799"
