,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,26,DET,NBA,SF,40,527,,1%,62%,36%,,-8.9,-8.2,17,4,27,5,23,0,53,4,13
2001-02,27,PHO,NBA,SF,46,490,,5%,12%,68%,15%,-7.4,-7.5,13,9,37,3,23,0,63,6,18
2003-04,29,MIA,NBA,SF,37,368,,11%,81%,8%,,-7.8,-9.3,12,5,14,5,19,0,31,5,8
Career,,,NBA,,123,1385,,5%,50%,40%,5%,-8.1,-8.3,42,18,78,13,65,0,147,15,39
,,,,,,,,,,,,,,,,,,,,,,
1 season,,PHO,NBA,,46,490,,5%,12%,68%,15%,-7.4,-7.5,13,9,37,3,23,0,63,6,18
1 season,,DET,NBA,,40,527,,1%,62%,36%,,-8.9,-8.2,17,4,27,5,23,0,53,4,13
1 season,,MIA,NBA,,37,368,,11%,81%,8%,,-7.8,-9.3,12,5,14,5,19,0,31,5,8
