Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,ANA,ABA,PF,76,NA,1492,7.8,17.8,0.442,0,0.1,0,7.8,17.7,0.444,3.4,4.6,0.747,NA,NA,12.2,1.9,2.7,4.9,19.1
1968-69,24,DLC,ABA,PF,42,NA,479,6.9,16.6,0.416,0,0.2,0,6.9,16.5,0.42,3.6,6.3,0.571,3.2,5.6,8.7,2.3,2.6,5.7,17.4
1969-70,25,DLC,ABA,PF,80,NA,1536,6.7,15.9,0.421,0,0.2,0.2,6.6,15.6,0.424,4.9,5.8,0.841,3.6,7.1,10.6,3,3.4,4.5,18.3
1970-71,26,TEX,ABA,PF,71,NA,970,6.5,16.4,0.399,0.3,1.6,0.214,6.2,14.8,0.419,3.5,4.2,0.823,5.1,6.4,11.5,3.2,2.9,4.6,16.8
Career,NA,,ABA,,269,NA,4477,7.1,16.7,0.423,0.1,0.5,0.19,7,16.2,0.43,3.9,5.1,0.774,4,6.6,11.1,2.6,3,4.8,18.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,"DLC,TEX",ABA,,193,NA,2985,6.7,16.1,0.413,0.1,0.7,0.204,6.5,15.5,0.422,4.2,5.3,0.786,4,6.6,10.6,2.9,3.1,4.7,17.7
1 season,NA,ANA,ABA,,76,NA,1492,7.8,17.8,0.442,0,0.1,0,7.8,17.7,0.444,3.4,4.6,0.747,NA,NA,12.2,1.9,2.7,4.9,19.1
