,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,ANA,ABA,,12,,0,,,,8,11,,,,,,,28
1968-69,24,DLC,ABA,,6,,0,,,,5,9,,,,,,,16
1969-70,25,DLC,ABA,,12,,1,,,,8,9,,,,,,,27
1970-71,26,TEX,ABA,,11,,3,,,,6,8,,,,,,,27
Career,,,,,12,,3,,,,8,11,,,,,,,28
3 Seasons,,"DLC,TEX",ABA,,12,,3,,,,8,9,,,,,,,27
1 Season,,ANA,ABA,,12,,0,,,,8,11,,,,,,,28
