,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2009-10,21,POR,NBA,13:05,4,8,2,3,3,5,2,3,1,1,1,2,0,0,2,4,11,5.7
2010-11,22,POR,NBA,28:59,7,16,4,7,5,9,5,6,2,3,5,7,5,1,4,4,23,19.1
2011-12,23,SAS,NBA,42:51,14,25,4,10,10,15,6,6,2,3,5,12,2,1,4,2,34,30.1
2012-13,24,SAS,NBA,24:56,9,16,5,8,6,8,5,5,1,4,5,6,2,1,4,3,23,15.5
2013-14,25,SAS,NBA,35:39,13,26,6,11,12,21,8,9,3,8,10,7,4,2,3,5,32,31.4
2014-15,26,SAS,NBA,28:48,7,14,4,8,5,8,4,4,2,4,5,5,2,1,5,5,19,16.6
2015-16,27,SAS,NBA,31:06,9,15,6,11,6,9,5,5,4,6,7,8,4,1,3,3,22,20.9
2016-17,28,SAS,NBA,37:17,9,15,5,9,6,10,5,5,2,7,8,10,4,1,4,5,23,21.7
2017-18,29,SAS,NBA,40:32,8,17,7,11,6,10,8,8,2,6,8,7,4,2,5,4,26,22.8
2018-19,30,SAS,NBA,34:05,8,22,6,12,5,10,5,7,2,8,8,8,3,1,4,5,22,20.2
2019-20,31,SAS,NBA,35:44,10,23,7,14,5,9,7,7,2,6,6,6,3,2,3,5,31,24.3
Career,,,,42:51,14,26,7,14,12,21,8,9,4,8,10,12,5,2,5,5,34,31.4
9 Seasons,,SAS,NBA,42:51,14,26,7,14,12,21,8,9,4,8,10,12,4,2,5,5,34,31.4
2 Seasons,,POR,NBA,28:59,7,16,4,7,5,9,5,6,2,3,5,7,5,1,4,4,23,19.1
