,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2007-08,19,STMARYSCA,32,,161,375,61,189,89,117,,67,111,57,3,91,,472,.429,.323,.761,,14.8,2.1,3.5
2008-09,20,STMARYSCA,26,,163,405,67,198,85,99,,62,101,57,6,75,,478,.402,.338,.859,,18.4,2.4,3.9
Career,,,58,,324,780,128,387,174,216,,129,212,114,9,166,,950,.415,.331,.806,,16.4,2.2,3.7
