Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1977-78,22,MIL,NBA,SG,73,1261,12,0.479,NA,0.31,5.8,10.6,8.1,14.6,1.9,0.8,15.8,18.7,NA,0.6,0.9,1.4,0.055,NA,-1.4,-0.5,-1.9,0
1978-79,23,MIL,NBA,SF,82,1778,15.2,0.546,NA,0.38,7.7,14.7,11.2,15.2,1.5,0.4,15.5,19.9,NA,2.8,1.6,4.3,0.117,NA,0.2,-0.5,-0.2,0.8
1979-80,24,KCK,NBA,SF,80,1397,10.9,0.496,0.005,0.312,6.4,11.5,8.9,10.1,1.9,0.4,14.5,16,NA,0.6,1.9,2.5,0.087,NA,-1.9,0.6,-1.3,0.3
1980-81,25,KCK,NBA,SF,79,1584,13.7,0.561,0,0.208,2.2,12.2,7.2,17.6,1.8,0.5,14.2,16.2,NA,1.8,1.7,3.5,0.106,NA,-0.7,0.8,0.1,0.8
1981-82,26,KCK,NBA,SG,81,1892,17.2,0.558,0.017,0.279,3.2,7.7,5.4,21.3,1.8,1.2,13.8,23.1,NA,2.8,1.5,4.3,0.11,NA,1.7,0,1.7,1.8
1982-83,27,NYK,NBA,SF,77,1422,8.9,0.494,0.011,0.26,3.4,10.1,6.7,13.5,1.4,0.4,16.7,15.1,NA,0.2,1.9,2.2,0.073,NA,-2.8,1,-1.8,0.1
1983-84,28,NYK,NBA,SG,76,1119,9.6,0.499,0.025,0.229,2.6,10.5,6.6,13.7,1.9,0.4,15.1,17.5,NA,0,1.6,1.6,0.069,NA,-2.9,0.9,-2.1,0
1984-85,29,NYK,NBA,SF,69,1061,14.7,0.529,0.021,0.271,4.4,12.4,8.3,14.4,2.3,0.4,8.5,18.3,NA,1.5,0.9,2.4,0.111,NA,0.3,0.8,1.1,0.8
1985-86,30,NYK,NBA,SF,76,1402,9.8,0.512,0.172,0.304,3.2,13.9,8.3,11.9,1.4,0.6,11,13.5,NA,1,1.6,2.7,0.091,NA,-2.2,1,-1.2,0.3
Career,NA,,NBA,,693,12916,12.7,0.525,0.023,0.288,4.4,11.5,7.9,15,1.7,0.6,14.1,17.8,NA,11.4,13.6,25,0.093,NA,-0.9,0.4,-0.5,4.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,NYK,NBA,,298,5004,10.5,0.509,0.055,0.266,3.4,11.7,7.5,13.3,1.7,0.5,12.9,15.9,NA,2.8,6.1,8.9,0.085,NA,-2,0.9,-1.1,1.2
3 seasons,NA,KCK,NBA,,240,4873,14.3,0.544,0.009,0.267,3.8,10.3,7,16.9,1.8,0.7,14.1,18.8,NA,5.2,5.1,10.4,0.102,NA,-0.1,0.5,0.3,2.9
2 seasons,NA,MIL,NBA,,155,3039,13.8,0.519,NA,0.351,6.9,13,9.9,14.9,1.6,0.6,15.6,19.4,NA,3.3,2.4,5.8,0.091,NA,-0.4,-0.5,-0.9,0.8
