Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,27,FTW,BAA,NA,55,NA,NA,0.448,0.498,NA,NA,NA,NA,NA,3.1,1.8,4.8,NA
1949-50,28,TOT,NBA,NA,60,NA,NA,0.394,0.397,NA,NA,NA,NA,NA,0.7,2.1,2.7,NA
1949-50,28,FTW,NBA,NA,31,NA,NA,0.364,0.353,NA,NA,NA,NA,NA,-0.2,1,0.8,NA
1949-50,28,AND,NBA,NA,29,NA,NA,0.436,0.462,NA,NA,NA,NA,NA,0.8,1.1,1.9,NA
Career,NA,,TOT,NA,115,NA,NA,0.421,0.446,NA,NA,NA,NA,NA,3.7,3.9,7.6,NA
,NA,,NBA,NA,60,NA,NA,0.394,0.397,NA,NA,NA,NA,NA,0.7,2.1,2.7,NA
,NA,,BAA,NA,55,NA,NA,0.448,0.498,NA,NA,NA,NA,NA,3.1,1.8,4.8,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,FTW,BAA,NA,86,NA,NA,0.417,0.442,NA,NA,NA,NA,NA,2.9,2.8,5.7,NA
1 season,NA,AND,NBA,NA,29,NA,NA,0.436,0.462,NA,NA,NA,NA,NA,0.8,1.1,1.9,NA
