,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1948-49,27,FTW,BAA,,8,,11,14,,,,19
1949-50,28,TOT,NBA,,9,,8,10,,,,21
1949-50,28,FTW,NBA,,9,,8,10,,,,21
1949-50,28,AND,NBA,,6,,8,10,,,,18
Career,,,TOT,,9,,11,14,,,,21
,,,NBA,,9,,8,10,,,,21
,,,BAA,,8,,11,14,,,,19
,,,,,,,,,,,,
2 Seasons,,FTW,BAA,,9,,11,14,,,,21
1 Season,,AND,NBA,,6,,8,10,,,,18
