Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,26,STB,BAA,NA,3,NA,NA,3.3,15,0.222,3.7,5,0.733,NA,1,2.3,10.3
1947-48,27,STB,BAA,NA,5,NA,NA,3.4,11,0.309,4.4,5.6,0.786,NA,1.6,3.8,11.2
1948-49,28,STB,BAA,NA,2,NA,NA,3.5,11.5,0.304,3,4.5,0.667,NA,4,5,10
Career,NA,,BAA,NA,10,NA,NA,3.4,12.3,0.276,3.9,5.2,0.75,NA,1.9,3.6,10.7
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,STB,BAA,NA,10,NA,NA,3.4,12.3,0.276,3.9,5.2,0.75,NA,1.9,3.6,10.7
