Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,26,STB,BAA,NA,61,NA,NA,290,1043,0.278,190,254,0.748,NA,78,136,770
1947-48,27,STB,BAA,NA,48,NA,NA,221,734,0.301,202,272,0.743,NA,62,141,644
1948-49,28,STB,BAA,NA,57,NA,NA,282,816,0.346,239,302,0.791,NA,276,191,803
1949-50,29,STB,NBA,NA,62,NA,NA,251,759,0.331,253,323,0.783,NA,240,206,755
1950-51,30,TRI,NBA,NA,30,NA,NA,84,269,0.312,63,84,0.75,134,119,70,231
Career,NA,,TOT,NA,258,NA,NA,1128,3621,0.312,947,1235,0.767,134,775,744,3203
,NA,,BAA,NA,166,NA,NA,793,2593,0.306,631,828,0.762,NA,416,468,2217
,NA,,NBA,NA,92,NA,NA,335,1028,0.326,316,407,0.776,134,359,276,986
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,STB,BAA,NA,228,NA,NA,1044,3352,0.311,884,1151,0.768,NA,656,674,2972
1 season,NA,TRI,NBA,NA,30,NA,NA,84,269,0.312,63,84,0.75,134,119,70,231
