Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,26,STB,BAA,NA,61,NA,NA,0.333,0.244,NA,NA,NA,NA,NA,3.9,5.3,9.2,NA
1947-48,27,STB,BAA,NA,48,NA,NA,0.377,0.371,NA,NA,NA,NA,NA,5.3,3,8.3,NA
1948-49,28,STB,BAA,NA,57,NA,NA,0.423,0.37,NA,NA,NA,NA,NA,5.2,-0.1,5.2,NA
1949-50,29,STB,NBA,NA,62,NA,NA,0.419,0.426,NA,NA,NA,NA,NA,3.4,0.9,4.3,NA
1950-51,30,TRI,NBA,NA,30,NA,NA,0.378,0.312,NA,NA,NA,NA,NA,-0.1,1.1,1,NA
Career,NA,,TOT,NA,258,NA,NA,0.385,0.341,NA,NA,NA,NA,NA,17.7,10.1,27.8,NA
,NA,,BAA,NA,166,NA,NA,0.375,0.319,NA,NA,NA,NA,NA,14.4,8.2,22.6,NA
,NA,,NBA,NA,92,NA,NA,0.408,0.396,NA,NA,NA,NA,NA,3.3,2,5.2,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,STB,BAA,NA,228,NA,NA,0.385,0.343,NA,NA,NA,NA,NA,17.8,9.1,26.9,NA
1 season,NA,TRI,NBA,NA,30,NA,NA,0.378,0.312,NA,NA,NA,NA,NA,-0.1,1.1,1,NA
