Season,Team,Lg,Salary
1991-92,Utah Jazz,NBA,"$230,000"
1992-93,Utah Jazz,NBA,"$300,000"
1993-94,Utah Jazz,NBA,"$810,000"
1994-95,Utah Jazz,NBA,"$1,000,000"
1995-96,Utah Jazz,NBA,"$1,200,000"
1996-97,New Jersey Nets,NBA,"$508,000"
1997-98,New Jersey Nets,NBA,"$609,096"
2000-01,Utah Jazz,NBA,"$736,000"
Career,(may be incomplete),,"$5,393,096"
