Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,29,NYK,NBA,PG,10,10,32.8,3.8,8.7,0.437,0.9,2.6,0.346,2.9,6.1,0.475,0.489,1.9,2.3,0.826,0.9,4,4.9,5.9,2,0,2.8,3.9,10.4
1997-98,30,NYK,NBA,PG,10,0,25.4,2.4,5.8,0.414,0.4,1.3,0.308,2,4.5,0.444,0.448,1.1,1.5,0.733,0.5,2,2.5,3.3,0.6,0,2.3,2.9,6.3
1998-99,31,NYK,NBA,PG,20,0,24.7,1.7,4.7,0.355,0.5,1.4,0.321,1.2,3.3,0.369,0.403,1,1.3,0.731,0.4,2,2.4,3.7,0.7,0.1,1.5,3.2,4.7
1999-00,32,NYK,NBA,PG,16,0,20.9,1.7,4.4,0.386,0.6,1.8,0.321,1.1,2.6,0.429,0.45,1.5,1.8,0.857,0.1,2.3,2.3,2.4,0.4,0,0.9,3.3,5.4
2000-01,33,TOR,NBA,PG,12,9,31.7,3.1,7.5,0.411,1.3,3,0.417,1.8,4.5,0.407,0.494,1.7,1.9,0.87,0.2,3,3.2,6.5,1,0.3,2.9,4,9.1
2001-02,34,TOR,NBA,PG,5,4,32.6,4.2,10.8,0.389,1.6,3.4,0.471,2.6,7.4,0.351,0.463,1.8,2,0.9,0.4,3.4,3.8,7.4,0.8,0,4,3,11.8
Career,NA,,NBA,,73,23,26.8,2.5,6.2,0.398,0.7,2,0.365,1.7,4.2,0.414,0.458,1.4,1.7,0.816,0.4,2.6,2.9,4.4,0.8,0.1,2.1,3.4,7.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,NYK,NBA,,56,10,25.2,2.2,5.5,0.396,0.6,1.7,0.326,1.6,3.8,0.427,0.446,1.3,1.6,0.793,0.4,2.4,2.8,3.6,0.8,0,1.7,3.3,6.2
2 seasons,NA,TOR,NBA,,17,13,31.9,3.4,8.5,0.403,1.4,3.1,0.434,2.1,5.4,0.385,0.483,1.7,1.9,0.879,0.2,3.1,3.4,6.8,0.9,0.2,3.2,3.7,9.9
