,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,33,TOT,NBA,PG,77,1859,99%,1%,,,,+1.4,-1.8,106,19,87,21,16,0,785,4,16
2000-01,33,NYK,NBA,PG,51,1309,99%,1%,,,,+1.1,-3.1,63,11,52,15,11,0,524,1,10
2000-01,33,TOR,NBA,PG,26,550,100%,,,,,+2.3,-0.3,43,8,35,6,5,0,261,3,6
2001-02,34,TOR,NBA,PG,69,1576,100%,,,,,-1.1,-0.9,92,16,67,9,16,0,757,5,17
2002-03,35,NJN,NBA,PG,12,106,78%,22%,,,,-2.4,-8.5,3,1,10,1,0,0,33,0,1
Career,,,NBA,,158,3541,99%,1%,,,,+0.2,-1.6,201,36,164,31,32,0,1575,9,34
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,TOR,NBA,,95,2126,100%,,,,,-0.2,-0.8,135,24,102,15,21,0,1018,8,23
1 season,,NYK,NBA,,51,1309,99%,1%,,,,+1.1,-3.1,63,11,52,15,11,0,524,1,10
1 season,,NJN,NBA,,12,106,78%,22%,,,,-2.4,-8.5,3,1,10,1,0,0,33,0,1
