Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1996-97,29,NYK,NBA,PG,10,328,14.5,0.535,0.299,0.264,3.4,14.5,9.1,30,3.3,0,22.4,18.5,NA,0.2,0.6,0.8,0.117,NA,-1.1,3.1,2,0.3
1997-98,30,NYK,NBA,PG,10,254,7.1,0.488,0.224,0.259,2.4,10.1,6.2,22.8,1.3,0,26.3,16.6,NA,-0.2,0.2,0,-0.005,NA,-3.4,-0.2,-3.6,-0.1
1998-99,31,NYK,NBA,PG,20,494,8.2,0.45,0.301,0.28,2,9.8,5.8,24.8,1.5,0.2,22.3,13.4,NA,-0.1,0.6,0.5,0.048,NA,-3,1.3,-1.7,0
1999-00,32,NYK,NBA,PG,16,334,10.2,0.528,0.4,0.4,0.4,12.6,6.6,20.7,1.2,0,14.5,14.8,NA,0.3,0.4,0.7,0.098,NA,-3.1,1.3,-1.8,0
2000-01,33,TOR,NBA,PG,12,380,11.7,0.544,0.4,0.256,0.6,12.1,6.1,32.2,1.7,0.6,25.9,16.7,NA,0.2,0.3,0.5,0.062,NA,-1.2,0,-1.2,0.1
2001-02,34,TOR,NBA,PG,5,163,12.7,0.505,0.315,0.185,1.5,12.4,7.1,41.2,1.4,0,25.5,22.6,NA,0,0.1,0.1,0.035,NA,-0.5,-1.3,-1.8,0
Career,NA,,NBA,,73,1953,10.5,0.509,0.327,0.277,1.7,11.7,6.7,27.5,1.8,0.2,22.8,16.3,NA,0.3,2.2,2.6,0.063,NA,-2.2,0.9,-1.2,0.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,NYK,NBA,,56,1410,9.9,0.499,0.308,0.299,2,11.6,6.8,24.7,1.8,0.1,21.4,15.5,NA,0.2,1.8,2,0.067,NA,-2.6,1.4,-1.2,0.3
2 seasons,NA,TOR,NBA,,17,543,12,0.53,0.368,0.229,0.9,12.2,6.4,34.9,1.6,0.4,25.8,18.5,NA,0.2,0.4,0.6,0.054,NA,-1,-0.4,-1.4,0.1
