Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1962-63,23,SFW,NBA,SG,29,,9.3,1.4,3.8,.360,,,,1.4,3.8,.360,.360,0.4,0.6,.667,,,1.2,1.0,,1.6,3.2
1963-64,24,PHI,NBA,SG,23,,8.5,1.3,4.6,.295,,,,1.3,4.6,.295,.295,0.7,1.2,.607,,,1.8,0.5,,1.2,3.4
1964-65,25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1965-66,26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1966-67,27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1967-68,28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1968-69,29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1969-70,30,MMF,ABA,SG,54,,15.3,2.7,6.7,.402,0.1,0.8,.163,2.6,5.9,.434,.412,1.1,1.6,.738,1.3,1.6,2.9,1.0,1.1,2.7,6.7
1970-71,31,PTC,ABA,SG,14,,11.9,1.2,4.4,.279,0.1,0.5,.286,1.1,3.9,.278,.295,0.7,0.9,.769,0.7,1.6,2.3,1.0,0.7,2.0,3.3
Career,NA,,TOT,,120,,12.1,2.0,5.3,.366,0.1,0.7,.180,1.9,4.9,.381,.373,0.8,1.2,.706,1.2,1.6,2.2,0.9,1.0,2.1,4.8
,NA,,ABA,,68,,14.6,2.4,6.2,.384,0.1,0.7,.180,2.3,5.5,.412,.395,1.1,1.4,.742,1.2,1.6,2.8,1.0,1.0,2.6,6.0
,NA,,NBA,,52,,9.0,1.4,4.2,.329,,,,1.4,4.2,.329,.329,0.6,0.9,.630,,,1.5,0.8,,1.4,3.3
,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,NA,MMF,ABA,,54,,15.3,2.7,6.7,.402,0.1,0.8,.163,2.6,5.9,.434,.412,1.1,1.6,.738,1.3,1.6,2.9,1.0,1.1,2.7,6.7
1 season,NA,SFW,NBA,,29,,9.3,1.4,3.8,.360,,,,1.4,3.8,.360,.360,0.4,0.6,.667,,,1.2,1.0,,1.6,3.2
1 season,NA,PHI,NBA,,23,,8.5,1.3,4.6,.295,,,,1.3,4.6,.295,.295,0.7,1.2,.607,,,1.8,0.5,,1.2,3.4
1 season,NA,PTC,ABA,,14,,11.9,1.2,4.4,.279,0.1,0.5,.286,1.1,3.9,.278,.295,0.7,0.9,.769,0.7,1.6,2.3,1.0,0.7,2.0,3.3
