,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2010-11,22,NOH,NBA,SF,3,9,.167,18.7,.500,.333,.167,.000,.000,.500,.333,.500,.000,,,.000,1.000,.167,1,,.667,.000,1,0
2011-12,23,MEM,NBA,SF,7,114,.667,13.7,.778,.222,.167,.056,.333,.222,.714,1.000,1.000,.000,.500,.500,.800,.000,0,1.000,.500,1.000,0,0
2012-13,24,MEM,NBA,SF,15,357,.489,17.0,.436,.234,.074,.053,.074,.564,.537,.818,.143,.200,.286,.453,.682,.032,3,.875,.604,.469,1,0
2014-15,26,NOP,NBA,SF,4,124,.357,13.0,.643,.321,.143,.107,.071,.357,.389,.667,.250,.000,.000,.300,.714,.000,0,.667,.300,.000,0,0
2018-19,30,SAS,NBA,SF,5,12,.000,16.5,.500,.000,.500,.000,.000,.500,.000,,.000,,,.000,,.000,0,,.000,,0,0
Career,,,NBA,,34,616,.466,15.9,.520,.250,.108,.061,.101,.480,.519,.784,.313,.111,.333,.408,.725,.027,4,.862,.549,.436,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MEM,NBA,,22,471,.518,16.5,.491,.232,.089,.054,.116,.509,.582,.846,.400,.167,.385,.456,.719,.027,3,.885,.596,.500,1,0
2 seasons,,"NOH,NOP",NBA,,7,133,.324,14.0,.618,.324,.147,.088,.059,.382,.381,.636,.200,.000,.000,.231,.750,.029,1,.667,.385,.000,1,0
1 season,,SAS,NBA,,5,12,.000,16.5,.500,.000,.500,.000,.000,.500,.000,,.000,,,.000,,.000,0,,.000,,0,0
