Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2010-11,22,NOH,NBA,SF,3,9,-10,0.167,0.5,0,0,14,7.2,19.4,0,0,0,33.3,NA,-0.1,0,-0.1,-0.488,NA,-13.6,-7.8,-21.3,0
2011-12,23,MEM,NBA,SF,7,114,12.5,0.751,0.222,0.5,3.1,14.4,8.6,3.1,1.9,0,18.5,10.9,NA,0.2,0.1,0.4,0.154,NA,-0.6,3.1,2.4,0.1
2012-13,24,MEM,NBA,SF,15,357,14.3,0.625,0.564,0.298,2.9,10.3,6.4,5.4,1.7,0.5,7.8,15.1,NA,0.8,0.3,1,0.141,NA,1.4,2,3.4,0.5
2014-15,26,NOP,NBA,SF,4,124,11.7,0.467,0.357,0.25,2.7,14.9,9,14,2.9,0,3.1,11.8,NA,0.1,0,0.2,0.061,NA,-0.4,1.6,1.2,0.1
2018-19,30,SAS,NBA,SF,5,12,1.3,0,0.5,0,0,8.9,4.5,20.3,4.4,0,0,7.7,NA,0,0,0,-0.068,NA,-7.5,2.5,-5,0
Career,NA,,NBA,,34,616,12.9,0.589,0.48,0.297,2.8,12,7.3,7.2,2,0.3,8.2,13.8,NA,1,0.4,1.5,0.114,NA,0.3,2,2.3,0.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MEM,NBA,,22,471,13.9,0.647,0.509,0.33,2.9,11.3,6.9,4.9,1.7,0.4,9.8,14.1,NA,1,0.4,1.4,0.144,NA,0.9,2.3,3.2,0.6
2 seasons,NA,"NOH,NOP",NBA,,7,133,10.2,0.418,0.382,0.206,2.6,14.9,8.8,14.4,2.7,0,2.6,13.3,NA,0.1,0,0.1,0.024,NA,-1.3,1,-0.3,0.1
1 season,NA,SAS,NBA,,5,12,1.3,0,0.5,0,0,8.9,4.5,20.3,4.4,0,0,7.7,NA,0,0,0,-0.068,NA,-7.5,2.5,-5,0
