,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,30,NYK,NBA,SF,77,3017,.430,11.9,.889,.222,.171,.244,.252,.111,.446,.605,.413,.416,.355,.304,.354,.008,7,.805,.200,.407,0,0
2001-02,31,NYK,NBA,SF,81,3326,.404,15.2,.716,.156,.122,.195,.244,.284,.421,.584,.410,.380,.355,.360,.407,.019,25,.800,.201,.407,0,0
2002-03,32,NYK,NBA,SF,74,2859,.403,15.5,.681,.143,.124,.185,.228,.319,.417,.559,.371,.411,.358,.372,.300,.013,14,.821,.314,.478,0,0
2003-04,33,MIN,NBA,SF,82,3100,.409,14.9,.764,.151,.108,.222,.283,.236,.433,.550,.358,.431,.402,.331,.656,.014,17,.929,.368,.355,2,0
2004-05,34,MIN,NBA,SF,80,2450,.414,14.9,.780,.166,.091,.199,.325,.220,.439,.581,.368,.440,.385,.327,.602,.003,2,.928,.403,.365,1,0
Career,,,NBA,,394,14752,.412,14.5,.765,.168,.124,.209,.264,.235,.432,.579,.389,.414,.372,.347,.462,.012,65,.850,.295,.404,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,NYK,NBA,,232,9202,.412,14.2,.761,.173,.138,.208,.242,.239,.429,.587,.401,.402,.356,.356,.358,.014,46,.809,.246,.443,0,0
2 seasons,,MIN,NBA,,162,5550,.411,14.9,.771,.158,.101,.212,.301,.229,.436,.564,.362,.434,.394,.329,.632,.009,19,.929,.382,.359,3,0
