Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Walter Bond,,1,0.4,-0.8
Chuck Noble,61.5,1.1,0.4,-0.9
Pat Riley,58.2,1,0.6,-0.6
Garrett Temple,42.7,1.2,0.4,-0.4
Jack Garfinkel,38.5,1.1,0.3,-0.5
Will Barton,35.7,1.3,0.6,-0.5
Antoine Wright,33.2,1.2,0.8,-0.5
Tate George,30.9,1.1,0.4,-0.1
Erick Strickland,30.8,1.3,0.3,-0.9
Eddie Hughes,28.1,1,0.4,0
Kevin McKenna,27.6,0.9,0.6,-0.3
