Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1977-78,23,PHO,NBA,C,1,3,25.9,1,0,0,0,0,0,0,0,0,13.5,NA,0,0,0,0.244,NA,7.9,0.3,8.2,0
1978-79,24,PHO,NBA,C,14,110,7.9,0.491,0.556,9.1,18.4,14,13.4,1.7,1,30.9,11.8,NA,-0.1,0.2,0.1,0.055,NA,-2.4,1,-1.4,0
Career,NA,,NBA,,15,113,8.4,0.513,0.526,8.9,17.9,13.6,13,1.7,0.9,29.9,11.9,NA,-0.1,0.2,0.1,0.06,NA,-2.2,1,-1.2,0
