Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1977-78,23,PHO,NBA,C,1,NA,3,12,12,1,0,0,NA,0,0,0,0,0,0,0,0,24
1978-79,24,PHO,NBA,C,14,NA,110,3.3,5.9,0.556,0.7,3.3,0.2,2.9,6.5,9.5,3.6,1.3,0.7,3.3,6.9,7.2
Career,NA,,NBA,,15,NA,113,3.5,6.1,0.579,0.6,3.2,0.2,2.9,6.4,9.2,3.5,1.3,0.6,3.2,6.7,7.6
