,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1977-78,23,PHO,NBA,,7,12,9,10,,,15,9,,,,5,23,
1978-79,24,PHO,NBA,,6,10,6,8,4,8,11,7,2,2,6,6,15,14.5
Career,,,,,7,12,9,10,,,15,9,,,,6,23,
