Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1977-78,23,PHO,NBA,C,64,NA,887,111,238,0.466,49,103,0.476,84,166,250,129,23,34,84,105,271
1978-79,24,PHO,NBA,C,75,NA,1243,118,272,0.434,62,115,0.539,110,205,315,167,29,37,107,151,298
Career,NA,,NBA,,139,NA,2130,229,510,0.449,111,218,0.509,194,371,565,296,52,71,191,256,569
