Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1977-78,23,PHO,NBA,C,64,887,12.2,0.478,0.433,9.6,19.6,14.5,17.8,1.1,2,22.9,15.4,NA,0.1,1.3,1.4,0.077,NA,-1.3,1.2,-0.1,0.4
1978-79,24,PHO,NBA,C,75,1243,9.6,0.462,0.423,10,18,14.1,15.3,1,1.5,24.9,13.3,NA,-0.2,1.5,1.2,0.048,NA,-1.9,0.8,-1.1,0.3
Career,NA,,NBA,,139,2130,10.6,0.47,0.427,9.8,18.7,14.3,16.3,1.1,1.7,24,14.2,NA,-0.1,2.8,2.7,0.06,NA,-1.7,1,-0.7,0.7
