,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1977-78,23,PHO,NBA,,1,1,0,0,0,0,0,0,0,0,0,0,2,1.7
1978-79,24,PHO,NBA,,3,3,1,5,,,7,3,4,,5,4,6,
Career,,,,,3,3,1,5,,,7,3,4,,5,4,6,
