Season,Team,Lg,Salary
1984-85,Atlanta Hawks,NBA,"$160,000"
1985-86,Atlanta Hawks,NBA,"$180,000"
1987-88,Atlanta Hawks,NBA,"$210,000"
1988-89,Miami Heat,NBA,"$220,000"
1990-91,Detroit Pistons,NBA,"$450,000"
1991-92,Denver Nuggets,NBA,"$500,000"
1992-93,Denver Nuggets,NBA,"$600,000"
Career,(may be incomplete),,"$2,320,000"
