Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Jarnell Stokes,,0.5,0.1,0.1,NA
Ken Durrett,82.1,0.5,0.1,0,0
Josh Huestis,78.0,0.5,0.2,0,NA
Pape Sow,77.2,0.6,0.2,0.1,NA
Anthony Frederick,74.2,0.5,0.2,0,NA
Bob Bigelow,68.1,0.4,0,0,0
Gene James,68.1,0.5,0.3,0.1,NA
Jordan Mickey,63.2,0.3,0.1,0.1,NA
David Vaughn,56.1,0.4,0.2,0.1,-0.1
Alex Poythress,55.4,0.5,0.3,0.1,NA
Chris McCullough,54.2,0.3,0.2,0.1,NA
