,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1955-56,22,MNL,NBA,,5,11,5,6,,,3,14
1956-57,23,MNL,NBA,,3,,4,4,,,3,8
Career,,,,,5,,5,6,,,3,14
