Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1952-53,23,TOT,NBA,PF,49,NA,16.5,1.3,3.7,0.363,1.2,2,0.635,4.3,0.5,2.1,3.9
1952-53,23,NYK,NBA,PF,3,NA,12.3,1,3,0.333,1.3,2,0.667,2.7,0.7,2.7,3.3
1952-53,23,PHW,NBA,PF,46,NA,16.8,1.3,3.7,0.365,1.2,2,0.633,4.4,0.5,2,3.9
Career,NA,,NBA,,49,NA,16.5,1.3,3.7,0.363,1.2,2,0.635,4.3,0.5,2.1,3.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PHW,NBA,,46,NA,16.8,1.3,3.7,0.365,1.2,2,0.633,4.4,0.5,2,3.9
1 season,NA,NYK,NBA,,3,NA,12.3,1,3,0.333,1.3,2,0.667,2.7,0.7,2.7,3.3
